TAID,Name,IUPAC Name,PubChem CID,Canonical SMILES,InChIKey,Toxicity Value
TOX-56064,D-Lactitol (monohydrate),"4-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyhexane-1,2,3,5,6-pentol",3871,OCC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,VQHSOMBJVWLPSR-UHFFFAOYSA-N,0
TOX-56225,Tridemorph,"2,6-dimethyl-4-tridecylmorpholine",32518,CCCCCCCCCCCCCN1CC(C)OC(C)C1,YTOPFCCWCSOHFV-UHFFFAOYSA-N,0
TOX-56226,Caracemide,[acetyl(methylcarbamoyl)amino] N-methylcarbamate,54747,CNC(=O)ON(C(C)=O)C(=O)NC,JURAJLFHWXNPHG-UHFFFAOYSA-N,1
TOX-56233,Nipradilol,"[8-[2-hydroxy-3-(propan-2-ylamino)propoxy]-3,4-dihydro-2H-chromen-3-yl] nitrate",72006,CC(C)NCC(O)COc1cccc2c1OCC(O[N+](=O)[O-])C2,OMCPLEZZPVJJIS-UHFFFAOYSA-N,0
TOX-56488,,"7,7-dimethyl-6-oxo-1,2,5-dithiazepane-4-carboxylic acid",54805,CC1(C)SSCC(C(=O)O)NC1=O,AXMCBAWKHOPUEZ-UHFFFAOYSA-N,0
TOX-56519,Rotraxate,3-[4-[4-(aminomethyl)cyclohexanecarbonyl]phenyl]propanoic acid,65829,NCC1CCC(C(=O)c2ccc(CCC(=O)O)cc2)CC1,NVBZUCIQNYPGCI-UHFFFAOYSA-N,0
TOX-56627,,2-[butyl(nitro)amino]ethyl nitrate,150000,CCCCN(CCO[N+](=O)[O-])[N+](=O)[O-],TUIUTESNLKHOHQ-UHFFFAOYSA-N,1
TOX-57987,,2-[ethyl(nitro)amino]ethyl nitrate,150089,CCN(CCO[N+](=O)[O-])[N+](=O)[O-],JOPZHCIUTNIPAH-UHFFFAOYSA-N,1
TOX-58137,,"6-hydroxy-1a-[2-(hydroxymethyl)oxiran-2-yl]-7,7a-dimethyl-5,6,7,7b-tetrahydro-4H-naphtho[1,2-b]oxiren-2-one",343559,CC1C(O)CCC2=CC(=O)C3(C4(CO)CO4)OC3C21C,DDKJQSAECJSUNP-UHFFFAOYSA-N,1
TOX-58317,Rilmazafone,"5-[[(2-aminoacetyl)amino]methyl]-1-[4-chloro-2-(2-chlorobenzoyl)phenyl]-N,N-dimethyl-1,2,4-triazole-3-carboxamide",5069,CN(C)C(=O)c1nc(CNC(=O)CN)n(-c2ccc(Cl)cc2C(=O)c2ccccc2Cl)n1,KYHFRCPLIGODFH-UHFFFAOYSA-N,0
TOX-58420,TAUROMUSTINE,1-(2-chloroethyl)-3-[2-(dimethylsulfamoyl)ethyl]-1-nitrosourea,55456,CN(C)S(=O)(=O)CCNC(=O)N(CCCl)N=O,RCLLNBVPCJDIPX-UHFFFAOYSA-N,1
TOX-58487,Denitronipradilol,"8-[2-hydroxy-3-(propan-2-ylamino)propoxy]-3,4-dihydro-2H-chromen-3-ol",135168,CC(C)NCC(O)COc1cccc2c1OCC(O)C2,GEKRLAMHPJMGFS-UHFFFAOYSA-N,0
TOX-58836,aranidipine,"3-O-methyl 5-O-(2-oxopropyl) 2,6-dimethyl-4-(2-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate",2225,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)=O)C1c1ccccc1[N+](=O)[O-],NCUCGYYHUFIYNU-UHFFFAOYSA-N,0
TOX-59748,Chlorsulfaquinoxaline,4-amino-N-(5-chloroquinoxalin-2-yl)benzenesulfonamide,72462,Nc1ccc(S(=O)(=O)Nc2cnc3c(Cl)cccc3n2)cc1,CTSNHMQGVWXIEG-UHFFFAOYSA-N,0
TOX-60046,,"9-methyl-4-propyl-6,6a,8,9,10,10a-hexahydroindolo[4,3-fg]quinoline-7-carbonitrile",13506277,CCCn1cc2c3c(cccc31)C1CC(C)CN(C#N)C1C2,SSHXAWUVFBJJMN-UHFFFAOYSA-N,1
TOX-60047,,"9-methyl-4-prop-2-enyl-6,6a,8,9,10,10a-hexahydroindolo[4,3-fg]quinoline-7-carbonitrile",13506279,C=CCn1cc2c3c(cccc31)C1CC(C)CN(C#N)C1C2,ADCDISFHDLKFFS-UHFFFAOYSA-N,1
TOX-60221,,"3-O-methyl 5-O-(3-phenylprop-2-enyl) 2,6-dimethyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate",65862,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC=Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,XTFPDGZNWTZCMF-UHFFFAOYSA-N,0
TOX-61034,,"2,2,5,6-tetrachloro-1,7-bis(chloromethyl)-7-(dichloromethyl)bicyclo[2.2.1]heptane",58167,ClCC1(C(Cl)Cl)C2CC(Cl)(Cl)C1(CCl)C(Cl)C2Cl,YNEKMCSWRMRXIR-UHFFFAOYSA-N,1
TOX-61891,,"2-(1,8-diethyl-6-hydroxy-4,9-dihydro-3H-pyrano[3,4-b]indol-1-yl)acetic acid",14146232,CCc1cc(O)cc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,GQHWDDBALZVXBU-UHFFFAOYSA-N,1
TOX-61893,,"2-[1-ethyl-8-(1-hydroxyethyl)-4,9-dihydro-3H-pyrano[3,4-b]indol-1-yl]acetic acid",14146249,CCC1(CC(=O)O)OCCc2c1[nH]c1c(C(C)O)cccc21,IIJKSRXOHAISPV-UHFFFAOYSA-N,0
TOX-61900,Hexadecylamine,hexadecan-1-amine,8926,CCCCCCCCCCCCCCCCN,FJLUATLTXUNBOT-UHFFFAOYSA-N,0
TOX-63911,,(2-pyrrolidin-1-ylcyclohexyl) N-(3-pentoxyphenyl)carbamate,12805573,CCCCCOc1cccc(NC(=O)OC2CCCCC2N2CCCC2)c1,HVYGHQWGUABUST-UHFFFAOYSA-N,0
TOX-64139,,"(1-acetyl-5-chloro-9a,11a-dimethyl-7-oxo-2,3,3a,3b,9,9b,10,11-octahydroindeno[4,5-h]isochromen-1-yl) acetate",13786638,CC(=O)OC1(C(C)=O)CCC2C3C=C(Cl)C4=CC(=O)OCC4(C)C3CCC21C,KKTIOMQDFOYCEN-UHFFFAOYSA-N,0
TOX-64415,,"6-amino-4-hydroxy-3-[[7-sulfo-4-[(4-sulfophenyl)diazenyl]naphthalen-1-yl]diazenyl]naphthalene-2,7-disulfonic acid",159307,Nc1cc2c(O)c(N=Nc3ccc(N=Nc4ccc(S(=O)(=O)O)cc4)c4ccc(S(=O)(=O)O)cc34)c(S(=O)(=O)O)cc2cc1S(=O)(=O)O,DUUHLAZWLLCPSP-UHFFFAOYSA-N,0
TOX-64483,Squaric acid,,17913,O=c1c(O)c(O)c1=O,PWEBUXCTKOWPCW-UHFFFAOYSA-N,0
TOX-64601,,[[3-[bis(2-chloroethyl)amino]-4-methylphenyl]-hydroxy-phosphonomethyl]phosphonic acid,129445,Cc1ccc(C(O)(P(=O)(O)O)P(=O)(O)O)cc1N(CCCl)CCCl,SBZOGCANHKAYKV-UHFFFAOYSA-N,1
TOX-64655,LOXIGLUMIDE,"4-[(3,4-dichlorobenzoyl)amino]-5-[3-methoxypropyl(pentyl)amino]-5-oxopentanoic acid",60182,CCCCCN(CCCOC)C(=O)C(CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1,QNQZBKQEIFTHFZ-UHFFFAOYSA-N,0
TOX-65727,Emitefur,,65910,CCOCn1cc(F)c(=O)n(C(=O)c2cccc(C(=O)Oc3nc(OC(=O)c4ccccc4)ccc3C#N)c2)c1=O,WTSKMKRYHATLLL-UHFFFAOYSA-N,0
TOX-65860,,,130668,COCC(O)Cn1cc([N+](=O)[O-])nc1Cl,VXFYUTQHAIJKMR-UHFFFAOYSA-N,1
TOX-66005,Satigrel,,65913,COc1ccc(C(=C(C#N)CCC(=O)O)c2ccc(OC)cc2)cc1,GRVCTHTXJDYIHB-UHFFFAOYSA-N,0
TOX-66452,,,130739,COc1cc(OC)c(Cl)c(-n2c(-c3ccccc3)cc(=O)c(C)c2-c2ccc(F)cc2)c1,MYSNSNGSKLLDBP-UHFFFAOYSA-N,0
TOX-66518,,,133974,CC(=O)Oc1cc(C=O)cc2c1C(COC(N)=O)C1(OC(C)=O)ON2CC2C1N2C(C)=O,FBXPCVIKIBWXAE-UHFFFAOYSA-N,1
TOX-66519,Acitazanolast,,2006,O=C(O)C(=O)Nc1cccc(-c2nn[nH]n2)c1,VWQZJJZGISNFOE-UHFFFAOYSA-N,0
TOX-66601,,,154191,CCc1cccc2c3c([nH]c12)C(C)(CC)OCC3,IYMCQNNWNNRAQH-UHFFFAOYSA-N,0
TOX-66712,Marbofloxacin,,60651,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCN4C)CC1,BPFYOAJNDMUVBL-UHFFFAOYSA-N,1
TOX-66820,,,11742,CC(C)(c1ccccc1)c1ccc(O)cc1,QBDSZLJBMIMQRS-UHFFFAOYSA-N,0
TOX-67188,,,2245,CNC(=O)CC(N)C(=O)NC(C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O)c1ccc(O)cc1,BHELIUBJHYAEDK-UHFFFAOYSA-N,0
TOX-67956,,,114751,O=C1CCC(C(=O)N2CSCC2C(=O)O)N1,UUTKICFRNVKFRG-UHFFFAOYSA-N,0
TOX-68060,,,3329,CC(O)C1C(=O)N2C(C(=O)O)=C(C3CCCO3)SC12,HGGAKXAHAYOLDJ-UHFFFAOYSA-N,0
TOX-68200,Prulifloxacin,"6-fluoro-1-methyl-7-[4-[(5-methyl-2-oxo-1,3-dioxol-4-yl)methyl]piperazin-1-yl]-4-oxo-1H-[1,3]thiazeto[3,2-a]quinoline-3-carboxylic acid",65947,Cc1oc(=O)oc1CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)c2n3C(C)S2)CC1,PWNMXPDKBYZCOO-UHFFFAOYSA-N,0
TOX-68518,,"1,3-bis[3-acetyl-4-[3-(tert-butylamino)-2-hydroxypropoxy]phenyl]urea",147890,CC(=O)c1cc(NC(=O)Nc2ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c2)ccc1OCC(O)CNC(C)(C)C,QPWPODQCWFCWKS-UHFFFAOYSA-N,0
TOX-69366,Temiverine,[5-(diethylamino)-2-methylpent-3-yn-2-yl] 2-cyclohexyl-2-hydroxy-2-phenylacetate,148166,CCN(CC)CC#CC(C)(C)OC(=O)C(O)(c1ccccc1)C1CCCCC1,DMEPDNFRHUGNPT-UHFFFAOYSA-N,0
TOX-69367,,[5-(ethylamino)-2-methylpent-3-yn-2-yl] 2-cyclohexyl-2-hydroxy-2-phenylacetate,154340,CCNCC#CC(C)(C)OC(=O)C(O)(c1ccccc1)C1CCCCC1,BWTHWMSRTKTAFC-UHFFFAOYSA-N,0
TOX-69518,,"2-(hydroxymethyl)-5-[6-[(2-hydroxy-3-naphthalen-1-yloxypropyl)amino]purin-9-yl]oxolane-3,4-diol",13118186,OCC1OC(n2cnc3c(NCC(O)COc4cccc5ccccc45)ncnc32)C(O)C1O,DIWZLEHFHZUKRM-UHFFFAOYSA-N,0
TOX-72174,,"3,4-dichloropyrrole-2,5-dione",14513,O=C1NC(=O)C(Cl)=C1Cl,KVBAKSQRUXXHCK-UHFFFAOYSA-N,1
TOX-72180,,"2,6-dichlorobenzonitrile",3031,N#Cc1c(Cl)cccc1Cl,YOYAIZYFCNQIRF-UHFFFAOYSA-N,0
TOX-72184,Limonene oxide,1-methyl-4-prop-1-en-2-yl-7-oxabicyclo[4.1.0]heptane,91496,C=C(C)C1CCC2(C)OC2C1,CCEFMUBVSUDRLG-UHFFFAOYSA-N,0
TOX-72189,,2-(4-aminophenyl)acetic acid,14533,Nc1ccc(CC(=O)O)cc1,CSEWAUGPAQPMDC-UHFFFAOYSA-N,1
TOX-72213,,3-phenylbenzaldehyde,121053,O=Cc1cccc(-c2ccccc2)c1,KFKSIUOALVIACE-UHFFFAOYSA-N,0
TOX-72214,,"N,N-bis(2-chloroethyl)-4-methylaniline",100400,Cc1ccc(N(CCCl)CCCl)cc1,GDPRJMAJFSDBKX-UHFFFAOYSA-N,0
TOX-72291,Galaxolide,"4,6,6,7,8,8-hexamethyl-1,3,4,7-tetrahydrocyclopenta[g]isochromene",91497,CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,ONKNPOPIGWHAQC-UHFFFAOYSA-N,0
TOX-72298,,3-(4-nitrophenyl)-1-phenylprop-2-en-1-one,14654,O=C(C=Cc1ccc([N+](=O)[O-])cc1)c1ccccc1,WDZGGAFMGIOIQS-UHFFFAOYSA-N,1
TOX-72358,,2-ethylhexyl diphenyl phosphate,14716,CCCCC(CC)COP(=O)(Oc1ccccc1)Oc1ccccc1,CGSLYBDCEGBZCG-UHFFFAOYSA-N,0
TOX-72396,Gestonorone capronate,"(17-acetyl-13-methyl-3-oxo-1,2,6,7,8,9,10,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-17-yl) hexanoate",3471,CCCCCC(=O)OC1(C(C)=O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,XURCMZMFZXXQDJ-UHFFFAOYSA-N,0
TOX-72397,,"10,13-dimethyl-17-(6-methylheptan-2-yl)-1,2,3,4,6,7,8,9,11,12,14,15,16,17-tetradecahydrocyclopenta[a]phenanthrene-3,5,6-triol",537036,CC(C)CCCC(C)C1CCC2C3CC(O)C4(O)CC(O)CCC4(C)C3CCC12C,YMMFNKXZULYSOQ-UHFFFAOYSA-N,1
TOX-72420,Glycerophosphoric acid,"2,3-dihydroxypropyl dihydrogen phosphate",754,O=P(O)(O)OCC(O)CO,AWUCVROLDVIAJX-UHFFFAOYSA-N,0
TOX-72428,Tribromsalan,"3,5-dibromo-N-(4-bromophenyl)-2-hydroxybenzamide",14868,O=C(Nc1ccc(Br)cc1)c1cc(Br)cc(Br)c1O,KVSKGMLNBAPGKH-UHFFFAOYSA-N,0
TOX-72509,,"1-(2,4,5-trihydroxyphenyl)butan-1-one",15008,CCCC(=O)c1cc(O)c(O)cc1O,SRUQARLMFOLRDN-UHFFFAOYSA-N,1
TOX-72533,Phthalhydrazide,"2,3-dihydrophthalazine-1,4-dione",219401,O=c1[nH][nH]c(=O)c2ccccc12,KGLPWQKSKUVKMJ-UHFFFAOYSA-N,0
TOX-72558,triallate,"S-(2,3,3-trichloroprop-2-enyl) N,N-di(propan-2-yl)carbamothioate",5543,CC(C)N(C(=O)SCC(Cl)=C(Cl)Cl)C(C)C,MWBPRDONLNQCFV-UHFFFAOYSA-N,1
TOX-72569,phosalone,"6-chloro-3-(diethoxyphosphinothioylsulfanylmethyl)-1,3-benzoxazol-2-one",4793,CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc21,IOUNQDKNJZEDEP-UHFFFAOYSA-N,0
TOX-72572,,"2-methyl-4,6-dinitrophenol",10800,Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,ZXVONLUNISGICL-UHFFFAOYSA-N,0
TOX-72650,MIREX,"1,2,3,4,5,5,6,7,8,9,10,10-dodecachloropentacyclo[5.3.0.02,6.03,9.04,8]decane",16945,ClC1(Cl)C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,GVYLCNUFSHDAAW-UHFFFAOYSA-N,0
TOX-72656,,7-oxabicyclo[4.1.0]heptan-3-ylmethyl 7-oxabicyclo[4.1.0]heptane-3-carboxylate,16949,O=C(OCC1CCC2OC2C1)C1CCC2OC2C1,YXALYBMHAYZKAP-UHFFFAOYSA-N,1
TOX-72666,,"2,3-dichloropyridine",16988,Clc1cccnc1Cl,MAKFMOSBBNKPMS-UHFFFAOYSA-N,1
TOX-72667,,"2,6-dichloropyridine",16989,Clc1cccc(Cl)n1,FILKGCRCWDMBKA-UHFFFAOYSA-N,0
TOX-72684,,"4,4-dimethylmorpholin-4-ium",102257,C[N+]1(C)CCOCC1,VAJZCFLYJRMBFN-UHFFFAOYSA-N,0
TOX-72715,,2-[4-(oxiran-2-ylmethoxy)butoxymethyl]oxirane,17046,C(CCOCC1CO1)COCC1CO1,SHKUUQIDMUMQQK-UHFFFAOYSA-N,1
TOX-72716,BUTYL GLYCIDYL ETHER,2-(butoxymethyl)oxirane,17049,CCCCOCC1CO1,YSUQLAYJZDEMOT-UHFFFAOYSA-N,1
TOX-72721,Melantherine BH,"5-amino-3-[[4-[4-[(7-amino-1-hydroxy-3-sulfonaphthalen-2-yl)diazenyl]phenyl]phenyl]diazenyl]-4-hydroxynaphthalene-2,7-disulfonic acid",17058,Nc1ccc2cc(S(=O)(=O)O)c(N=Nc3ccc(-c4ccc(N=Nc5c(S(=O)(=O)O)cc6cc(S(=O)(=O)O)cc(N)c6c5O)cc4)cc3)c(O)c2c1,JDKKCKKFTIMFFD-UHFFFAOYSA-N,1
TOX-72722,,5-[[4-[4-[(7-amino-1-hydroxy-3-sulfonaphthalen-2-yl)diazenyl]phenyl]phenyl]diazenyl]-2-hydroxybenzoic acid,17068,Nc1ccc2cc(S(=O)(=O)O)c(N=Nc3ccc(-c4ccc(N=Nc5ccc(O)c(C(=O)O)c5)cc4)cc3)c(O)c2c1,IRGWFPQSVKCDEC-UHFFFAOYSA-N,1
TOX-72727,,"2,3,4-trichlorobut-1-ene",17073,C=C(Cl)C(Cl)CCl,WZUZDBPJFHQVJC-UHFFFAOYSA-N,1
TOX-72729,,"N,N-diethyl-2-phenylacetamide",17076,CCN(CC)C(=O)Cc1ccccc1,UXDAWVUDZLBBAM-UHFFFAOYSA-N,0
TOX-72734,,5-diazonio-6-oxo-1H-pyrimidin-2-olate,73266,[N-]=[N+]=C1C=NC(=O)NC1=O,XFLJNCDBYCPPTE-UHFFFAOYSA-N,1
TOX-72741,,tridec-1-ene,17095,C=CCCCCCCCCCCC,VQOXUMQBYILCKR-UHFFFAOYSA-N,0
TOX-72746,TCNA,"1,2,4,5-tetrachloro-3-methoxy-6-nitrobenzene",17107,COc1c(Cl)c(Cl)c([N+](=O)[O-])c(Cl)c1Cl,BGPPUXMKKQMWLV-UHFFFAOYSA-N,0
TOX-72748,,2-(dimethylamino)ethyl prop-2-enoate,17111,C=CC(=O)OCCN(C)C,DPBJAVGHACCNRL-UHFFFAOYSA-N,0
TOX-72766,,"N,N-dimethyl-1-phenylethanamine",86536,CC(c1ccccc1)N(C)C,BVURNMLGDQYNAF-UHFFFAOYSA-N,0
TOX-72774,,"3,5-dichloropyridine",17153,Clc1cncc(Cl)c1,WPGHPGAUFIJVJF-UHFFFAOYSA-N,0
TOX-72779,,2-(2-ethylhexoxymethyl)oxirane,17162,CCCCC(CC)COCC1CO1,BBBUAWSVILPJLL-UHFFFAOYSA-N,1
TOX-72785,AURAMINE,"4-[4-(dimethylamino)benzenecarboximidoyl]-N,N-dimethylaniline",10298,CN(C)c1ccc(C(=N)c2ccc(N(C)C)cc2)cc1,JPIYZTWMUGTEHX-UHFFFAOYSA-N,1
TOX-72848,,"1,4-dihydroxy-5,8-bis(2-hydroxyethylamino)anthracene-9,10-dione",18514,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCO)ccc(NCCO)c21,WHPNHQRWWMLKPJ-UHFFFAOYSA-N,1
TOX-72866,,"5,6,7,8-tetrahydroacridin-4-amine",18539,Nc1cccc2cc3c(nc12)CCCC3,MOWGHIVIVXUXBY-UHFFFAOYSA-N,1
TOX-72910,ASPON,dipropoxyphosphinothioyloxy-dipropoxy-sulfanylidene-lambda5-phosphane,18609,CCCOP(=S)(OCCC)OP(=S)(OCCC)OCCC,IIDFEIDMIKSJSV-UHFFFAOYSA-N,0
TOX-72918,DIBROMOACETONITRILE,"2,2-dibromoacetonitrile",18617,N#CC(Br)Br,NDSBDLSWTGLNQA-UHFFFAOYSA-N,1
TOX-72940,,3-methylsulfanylpropanal,18635,CSCCC=O,CLUWOWRTHNNBBU-UHFFFAOYSA-N,0
TOX-72942,OCTACHLORODIBENZO-p-DIOXIN,"1,2,3,4,6,7,8,9-octachlorodibenzo-p-dioxin",18636,Clc1c(Cl)c(Cl)c2c(c1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,FOIBFBMSLDGNHL-UHFFFAOYSA-N,0
TOX-72975,TRIMETHYLOLPROPANE TRIMETHACRYLATE,"2,2-bis(2-methylprop-2-enoyloxymethyl)butyl 2-methylprop-2-enoate",18689,C=C(C)C(=O)OCC(CC)(COC(=O)C(=C)C)COC(=O)C(=C)C,OKKRPWIIYQTPQF-UHFFFAOYSA-N,1
TOX-72978,,"2,2-bis(bromomethyl)propane-1,3-diol",18692,OCC(CO)(CBr)CBr,CHUGKEQJSLOLHL-UHFFFAOYSA-N,1
TOX-73002,,"tris(2-ethylhexyl) benzene-1,2,4-tricarboxylate",18725,CCCCC(CC)COC(=O)c1ccc(C(=O)OCC(CC)CCCC)c(C(=O)OCC(CC)CCCC)c1,KRADHMIOFJQKEZ-UHFFFAOYSA-N,0
TOX-73004,,"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",18728,BrCC(Br)C1CCC(Br)C(Br)C1,PQRRSJBLKOPVJV-UHFFFAOYSA-N,0
TOX-73029,Tetramethylsuccinonitrile,"2,2,3,3-tetramethylbutanedinitrile",18745,CC(C)(C#N)C(C)(C)C#N,ZVQXQPNJHRNGID-UHFFFAOYSA-N,0
TOX-73106,MCPA,2-(4-chloro-2-methylphenoxy)acetic acid,7204,Cc1cc(Cl)ccc1OCC(=O)O,WHKUVVPPKQRRBV-UHFFFAOYSA-N,0
TOX-73149,Methyl vinyl sulfone,1-methylsulfonylethene,19354,C=CS(C)(=O)=O,WUIJTQZXUURFQU-UHFFFAOYSA-N,0
TOX-73192,,3-methoxybenzo[b]phenalen-7-one,77267,COc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,BGQDCDRDPCVLJE-UHFFFAOYSA-N,1
TOX-73197,Sulfotep,diethoxyphosphinothioyloxy-diethoxy-sulfanylidene-lambda5-phosphane,19395,CCOP(=S)(OCC)OP(=S)(OCC)OCC,XIUROWKZWPIAIB-UHFFFAOYSA-N,1
TOX-73293,,2-methylpentanedinitrile,20686,CC(C#N)CCC#N,FPPLREPCQJZDAQ-UHFFFAOYSA-N,1
TOX-73321,,"2-chloro-N,N-dimethylethanamine",7901,CN(C)CCCl,WQMAANNAZKNUDL-UHFFFAOYSA-N,1
TOX-73322,,"2-chloro-N,N-dimethylpropan-1-amine",92738,CC(Cl)CN(C)C,GYXWNSDLDXGMGU-UHFFFAOYSA-N,1
TOX-73375,ISOPROPYL METHACRYLATE,propan-2-yl 2-methylprop-2-enoate,20769,C=C(C)C(=O)OC(C)C,BOQSSGDQNWEFSX-UHFFFAOYSA-N,0
TOX-73421,(.+/-.)-Fenchone,"1,3,3-trimethylbicyclo[2.2.1]heptan-2-one",14525,CC12CCC(C1)C(C)(C)C2=O,LHXDLQBQYFFVNW-UHFFFAOYSA-N,0
TOX-73440,,"2-[3,5-bis(2-hydroxyethyl)-1,3,5-triazinan-1-yl]ethanol",104556,OCCN1CN(CCO)CN(CCO)C1,HUHGPYXAVBJSJV-UHFFFAOYSA-N,1
TOX-73647,tert-Butyl glycidyl ether,2-[(2-methylpropan-2-yl)oxymethyl]oxirane,24314,CC(C)(C)OCC1CO1,SFJRUJUEMVAZLM-UHFFFAOYSA-N,1
TOX-73654,ronidazole,(1-methyl-5-nitroimidazol-2-yl)methyl carbamate,5094,Cn1c([N+](=O)[O-])cnc1COC(N)=O,PQFRTXSWDXZRRS-UHFFFAOYSA-N,1
TOX-73666,Tetramethrin,"(1,3-dioxo-4,5,6,7-tetrahydroisoindol-2-yl)methyl 2,2-dimethyl-3-(2-methylprop-1-enyl)cyclopropane-1-carboxylate",83975,CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,CXBMCYHAMVGWJQ-UHFFFAOYSA-N,1
TOX-73685,,2-amino-3-methylsulfanylpropanoic acid,225710,CSCC(N)C(=O)O,IDIDJDIHTAOVLG-UHFFFAOYSA-N,0
TOX-73700,BUTYL ANTHRANILATE,butyl 2-aminobenzoate,24433,CCCCOC(=O)c1ccccc1N,HUIYGGQINIVDNW-UHFFFAOYSA-N,0
TOX-73828,Olaquindox,N-(2-hydroxyethyl)-3-methyl-4-oxido-1-oxoquinoxalin-1-ium-2-carboxamide,71905,Cc1c(C(=O)NCCO)[n+]([O-])c2ccccc2[n+]1[O-],TURHTASYUMWZCC-UHFFFAOYSA-N,1
TOX-74486,,5-(diethylamino)-2-nitrosophenol,22825,CCN(CC)c1ccc(N=O)c(O)c1,NXYYRSJPSPRDEO-UHFFFAOYSA-N,0
TOX-74501,phenothrin,"(3-phenoxyphenyl)methyl 2,2-dimethyl-3-(2-methylprop-1-enyl)cyclopropane-1-carboxylate",4767,CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C,SBNFWQZLDJGRLK-UHFFFAOYSA-N,1
TOX-74564,,"diethyl (5-phenyl-1,2-oxazol-3-yl) phosphate",154897,CCOP(=O)(OCC)Oc1cc(-c2ccccc2)on1,VLBRWDJSOHOVGF-UHFFFAOYSA-N,0
TOX-74695,,"1,2,3-trichloro-4-(3,4-dichlorophenyl)benzene",36188,Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)cc1Cl,WIDHRBRBACOVOY-UHFFFAOYSA-N,0
TOX-74775,,"6-nitro-1,3-benzothiazol-2-amine",22704,Nc1nc2ccc([N+](=O)[O-])cc2s1,GPNAVOJCQIEKQF-UHFFFAOYSA-N,1
TOX-75339,Vomitoxin,"3,10-dihydroxy-2-(hydroxymethyl)-1,5-dimethylspiro[8-oxatricyclo[7.2.1.02,7]dodec-5-ene-12,2'-oxirane]-4-one",430147,CC1=CC2OC3C(O)CC(C)(C34CO4)C2(CO)C(O)C1=O,LINOMUASTDIRTM-UHFFFAOYSA-N,0
TOX-75398,fenvalerate,[cyano-(3-phenoxyphenyl)methyl] 2-(4-chlorophenyl)-3-methylbutanoate,3347,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,NYPJDWWKZLNGGM-UHFFFAOYSA-N,0
TOX-75527,oxiracetam,2-(4-hydroxy-2-oxopyrrolidin-1-yl)acetamide,4626,NC(=O)CN1CC(O)CC1=O,IHLAQQPQKRMGSS-UHFFFAOYSA-N,0
TOX-75656,,N-methyl-N-[(3-methylphenyl)methyl]nitrous amide,44160,Cc1cccc(CN(C)N=O)c1,LHRLXHMVKNESOE-UHFFFAOYSA-N,1
TOX-75657,,N-methyl-N-[(4-methylphenyl)methyl]nitrous amide,44161,Cc1ccc(CN(C)N=O)cc1,SGJYQDLYKCDHNS-UHFFFAOYSA-N,0
TOX-76321,,3-[4-(3-aminopropyl)piperazin-1-yl]propan-1-amine,81629,NCCCN1CCN(CCCN)CC1,XUSNPFGLKGCWGN-UHFFFAOYSA-N,0
TOX-77327,,ethyl 3-[[4-methyl-1-(3-methylbutylamino)-1-oxopentan-2-yl]carbamoyl]oxirane-2-carboxylate,3189,CCOC(=O)C1OC1C(=O)NC(CC(C)C)C(=O)NCCC(C)C,SRVFFFJZQVENJC-UHFFFAOYSA-N,0
TOX-78118,,"7,9-dimethyl-4-propyl-6,6a,8,10a-tetrahydroindolo[4,3-fg]quinoline",433505,CCCn1cc2c3c(cccc31)C1C=C(C)CN(C)C1C2,BHVLXRUVIPEIKP-UHFFFAOYSA-N,1
TOX-79025,Enrofloxacin,,71188,CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,SPFYMRJSYKOXGV-UHFFFAOYSA-N,1
